Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Current (A),Current (mA)
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.532,Denial of Service,ACS712,0.211,211
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.8639999999999999,Denial of Service,ACS712,-0.072,-72
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.396,Denial of Service,ACS712,-0.033,-33
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.0,Denial of Service,ACS712,0.0,0
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.792,Denial of Service,ACS712,0.316,316
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.052,Denial of Service,ACS712,0.171,171
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.0,Denial of Service,ACS712,0.0,0
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.3760000000000003,Denial of Service,ACS712,0.198,198
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-1.1880000000000002,Denial of Service,ACS712,-0.099,-99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.052,Denial of Service,ACS712,0.171,171
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.708,Denial of Service,ACS712,-0.059,-59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.4799999999999995,Denial of Service,ACS712,0.29,290
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.46799999999999997,Denial of Service,ACS712,-0.039,-39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.3760000000000003,Denial of Service,ACS712,0.198,198
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.3760000000000003,Denial of Service,ACS712,0.198,198
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.688,Denial of Service,ACS712,0.224,224
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.156,Denial of Service,ACS712,0.013,13
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.156,Denial of Service,ACS712,0.013,13
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.0,Denial of Service,ACS712,0.0,0
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.448,Denial of Service,ACS712,0.204,204
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.46799999999999997,Denial of Service,ACS712,-0.039,-39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.07200000000000001,Denial of Service,ACS712,-0.006,-6
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.8119999999999998,Denial of Service,ACS712,0.151,151
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.292,Denial of Service,ACS712,0.191,191
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.792,Denial of Service,ACS712,0.316,316
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.6560000000000001,Denial of Service,ACS712,0.138,138
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.8119999999999998,Denial of Service,ACS712,0.151,151
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.584,Denial of Service,ACS712,0.132,132
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.604,Denial of Service,ACS712,0.217,217
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.624,Denial of Service,ACS712,-0.052,-52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.168,Denial of Service,ACS712,0.264,264
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.0,Denial of Service,ACS712,0.0,0
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.292,Denial of Service,ACS712,0.191,191
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.6560000000000001,Denial of Service,ACS712,0.138,138
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.8639999999999999,Denial of Service,ACS712,0.072,72
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.052,Denial of Service,ACS712,0.171,171
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.448,Denial of Service,ACS712,0.204,204
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.7720000000000002,Denial of Service,ACS712,0.231,231
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.46799999999999997,Denial of Service,ACS712,-0.039,-39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.3760000000000003,Denial of Service,ACS712,0.198,198
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.312,Denial of Service,ACS712,0.026,26
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.396,Denial of Service,ACS712,-0.033,-33
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.156,Denial of Service,ACS712,0.013,13
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.448,Denial of Service,ACS712,0.204,204
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,-0.07200000000000001,Denial of Service,ACS712,-0.006,-6
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.604,Denial of Service,ACS712,0.217,217
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.312,Denial of Service,ACS712,0.026,26
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.584,Denial of Service,ACS712,0.132,132
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.6560000000000001,Denial of Service,ACS712,0.138,138
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,2.292,Denial of Service,ACS712,0.191,191
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.168,Denial of Service,ACS712,0.264,264
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,0.8639999999999999,Denial of Service,ACS712,0.072,72
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,3.168,Denial of Service,ACS712,0.264,264
Goloris (HTTP),HOSAFE HX-2PT1,1,Attack,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.312,Denial of Service,ACS712,-0.026,-26
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,3.0,Denial of Service,ACS712,0.25,250
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.156,Denial of Service,ACS712,-0.013,-13
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.688,Denial of Service,ACS712,0.224,224
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.8119999999999998,Denial of Service,ACS712,0.151,151
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-1.104,Denial of Service,ACS712,-0.092,-92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.292,Denial of Service,ACS712,0.191,191
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.156,Denial of Service,ACS712,-0.013,-13
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,3.24,Denial of Service,ACS712,0.27,270
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.792,Denial of Service,ACS712,0.066,66
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.6560000000000001,Denial of Service,ACS712,0.138,138
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,3.96,Denial of Service,ACS712,0.33,330
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-1.104,Denial of Service,ACS712,-0.092,-92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.344,Denial of Service,ACS712,0.112,112
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.07200000000000001,Denial of Service,ACS712,0.006,6
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.46799999999999997,Denial of Service,ACS712,-0.039,-39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.688,Denial of Service,ACS712,0.224,224
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.07200000000000001,Denial of Service,ACS712,-0.006,-6
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.792,Denial of Service,ACS712,-0.066,-66
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.156,Denial of Service,ACS712,-0.013,-13
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.624,Denial of Service,ACS712,-0.052,-52
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.416,Denial of Service,ACS712,0.118,118
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.552,Denial of Service,ACS712,0.046,46
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.584,Denial of Service,ACS712,0.132,132
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.22799999999999998,Denial of Service,ACS712,-0.019,-19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.136,Denial of Service,ACS712,0.178,178
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.448,Denial of Service,ACS712,0.204,204
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.156,Denial of Service,ACS712,0.013,13
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.07200000000000001,Denial of Service,ACS712,-0.006,-6
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.156,Denial of Service,ACS712,0.013,13
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.312,Denial of Service,ACS712,0.026,26
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.052,Denial of Service,ACS712,0.171,171
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.0,Denial of Service,ACS712,0.0,0
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.208,Denial of Service,ACS712,0.184,184
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.624,Denial of Service,ACS712,0.052,52
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.22799999999999998,Denial of Service,ACS712,0.019,19
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.052,Denial of Service,ACS712,0.171,171
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.7720000000000002,Denial of Service,ACS712,0.231,231
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.948,Denial of Service,ACS712,0.079,79
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.1880000000000002,Denial of Service,ACS712,0.099,99
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.3760000000000003,Denial of Service,ACS712,0.198,198
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.8639999999999999,Denial of Service,ACS712,0.072,72
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.5,Denial of Service,ACS712,0.125,125
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.46799999999999997,Denial of Service,ACS712,0.039,39
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.552,Denial of Service,ACS712,-0.046,-46
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.02,Denial of Service,ACS712,0.085,85
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.896,Denial of Service,ACS712,0.158,158
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.26,Denial of Service,ACS712,0.105,105
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.8119999999999998,Denial of Service,ACS712,0.151,151
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.104,Denial of Service,ACS712,0.092,92
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.396,Denial of Service,ACS712,0.033,33
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.8119999999999998,Denial of Service,ACS712,0.151,151
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,0.708,Denial of Service,ACS712,0.059,59
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,2.928,Denial of Service,ACS712,0.244,244
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.7399999999999998,Denial of Service,ACS712,0.145,145
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,1.98,Denial of Service,ACS712,0.165,165
Goloris (HTTP),HOSAFE HX-2PT1,1,Recovery,-0.396,Denial of Service,ACS712,-0.033,-33
